"make";"model";"car";"year";"Body";"Odometer";"Transmission";"price";"URL";"state";"adType"
"NISSAN";"ELGRAND";"1999 Nissan Elgrand Homy V ALWE50 Auto 4x4";1999;"SUV";61019;"Automatic";11900;"http://www.carsales.com.au/dealer/details/Nissan-Elgrand-1999/OAG-AD-14281619/?Cr=44";"NSW";"Used Car"
"NISSAN";"X-TRAIL";"2011 Nissan X-Trail ST T31 Auto 4x4";2011;"SUV";156580;"Automatic";13988;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2011/OAG-AD-14349667/?Cr=45";"WA";"Used Car"
"NISSAN";"MICRA";"2014 Nissan Micra ST K13 Manual";2014;"Hatch";62800;"Manual";7980;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2014/OAG-AD-14338494/?Cr=48";"SA";"Used Car"
"NISSAN";"X-TRAIL";"2011 Nissan X-Trail ST T31 Auto 2WD";2011;"SUV";102358;"Automatic";13988;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2011/OAG-AD-13736677/?Cr=50";"ACT";"Used Car"
"NISSAN";"DUALIS";"2012 Nissan Dualis ST J10 Series 3 Auto 2WD";2012;"SUV";73301;"Automatic";14980;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2012/OAG-AD-14499994/?Cr=52";"NT";"Used Car"
"NISSAN";"X-TRAIL";"2011 Nissan X-Trail ST-L T31 Auto 2WD";2011;"SUV";136200;"Automatic";12850;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2011/OAG-AD-14569216/?Cr=53";"SA";"Used Car"
"NISSAN";"MAXIMA";"2004 Nissan Maxima Ti-L J31 Auto";2004;"Sedan";112872;"Automatic";5700;"http://www.carsales.com.au/private/details/Nissan-Maxima-2004/SSE-AD-4529545/?Cr=54";"NSW";"Private Seller Car"
"NISSAN";"MAXIMA";"2010 Nissan Maxima 350 ST-S J32 Auto";2010;"Sedan";122151;"Automatic";12990;"http://www.carsales.com.au/dealer/details/Nissan-Maxima-2010/OAG-AD-14373174/?Cr=55";"VIC";"Used Car"
"NISSAN";"X-TRAIL";"2005 Nissan X-Trail ST T30 II Auto 4x4";2005;"SUV";160652;"Automatic";9990;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2005/OAG-AD-14340817/?Cr=56";"VIC";"Used Car"
"NISSAN";"DUALIS";"2011 Nissan Dualis ST J10 Series II Auto";2011;"SUV";89441;"Automatic";14490;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2011/OAG-AD-13596756/?Cr=57";"NT";"Used Car"
"NISSAN";"ELGRAND";"1999 Nissan Elgrand V ATE50 Auto";1999;"SUV";96391;"Automatic";13900;"http://www.carsales.com.au/dealer/details/Nissan-Elgrand-1999/OAG-AD-14538490/?Cr=58";"NSW";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST B17 Manual";2013;"Sedan";55994;"Manual";12990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14473903/?Cr=60";"SA";"Used Car"
"NISSAN";"X-TRAIL";"2003 Nissan X-Trail Ti T30 Manual 4x4";2003;"SUV";283621;"Manual";6990;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2003/OAG-AD-14371011/?Cr=61";"NT";"Used Car"
"NISSAN";"X-TRAIL";"2004 Nissan X-Trail Ti T30 II Auto 4x4";2004;"SUV";153034;"Automatic";7990;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2004/OAG-AD-13982274/?Cr=62";"SA";"Used Car"
"NISSAN";"PULSAR";"2015 Nissan Pulsar ST C12 Series 2 Auto";2015;"Hatch";49096;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2015/OAG-AD-14324852/?Cr=63";"WA";"Used Car"
"NISSAN";"DUALIS";"2007 Nissan Dualis Ti J10 Manual AWD";2007;"SUV";47546;"Manual";12990;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2007/OAG-AD-14539693/?Cr=64";"QLD";"Used Car"
"NISSAN";"DUALIS";"2011 Nissan Dualis ST J10 Series II Auto";2011;"SUV";110044;"Automatic";11990;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2011/OAG-AD-13830075/?Cr=65";"QLD";"Used Car"
"NISSAN";"X-TRAIL";"2004 Nissan X-Trail ST T30 II Auto 4x4";2004;"SUV";168314;"Automatic";8990;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2004/OAG-AD-14490792/?Cr=67";"VIC";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar Ti B17 Auto";2013;"Sedan";122430;"Automatic";12500;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14267394/?Cr=68";"NSW";"Used Car"
"NISSAN";"PULSAR";"2014 Nissan Pulsar ST B17 Auto";2014;"Sedan";74556;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2014/OAG-AD-14546448/?Cr=69";"WA";"Used Car"
"NISSAN";"X-TRAIL";"2005 Nissan X-Trail ST T30 II Auto 4x4";2005;"SUV";148174;"Automatic";9990;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2005/OAG-AD-14318512/?Cr=70";"QLD";"Used Car"
"NISSAN";"MICRA";"2010 Nissan Micra Ti K13 Manual";2010;"Hatch";56213;"Manual";5990;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2010/OAG-AD-14387980/?Cr=71";"NSW";"Used Car"
"NISSAN";"ELGRAND";"2001 Nissan Elgrand X Limited APE50 Auto";2001;"SUV";44183;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Nissan-Elgrand-2001/OAG-AD-14546207/?Cr=74";"VIC";"Used Car"
"NISSAN";"X-TRAIL";"2006 Nissan X-Trail ST-S 40th Anniversary T30 II A";2006;"SUV";235222;"Automatic";7990;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2006/OAG-AD-14471224/?Cr=75";"SA";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST-L B17 Auto";2013;"Sedan";28816;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14464483/?Cr=76";"NSW";"Used Car"
"NISSAN";"DUALIS";"2011 Nissan Dualis ST J10 Series II Manual";2011;"SUV";140254;"Manual";11488;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2011/OAG-AD-14409010/?Cr=77";"VIC";"Used Car"
"NISSAN";"PATROL";"2000 Nissan Patrol ST GU II Auto 4x4";2000;"SUV";296031;"Automatic";13990;"http://www.carsales.com.au/dealer/details/Nissan-Patrol-2000/OAG-AD-14547706/?Cr=78";"QLD";"Used Car"
"NISSAN";"TIIDA";"2006 Nissan Tiida Q C11 Manual";2006;"Hatch";74746;"Manual";6990;"http://www.carsales.com.au/dealer/details/Nissan-Tiida-2006/OAG-AD-14237731/?Cr=80";"SA";"Used Car"
"NISSAN";"PULSAR";"2015 Nissan Pulsar ST C12 Series 2 Auto";2015;"Hatch";46674;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2015/OAG-AD-14263383/?Cr=81";"WA";"Used Car"
"NISSAN";"MICRA";"2012 Nissan Micra ST K13 Auto";2012;"Hatch";59792;"Automatic";12990;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2012/OAG-AD-14453202/?Cr=82";"QLD";"Used Car"
"NISSAN";"MICRA";"2011 Nissan Micra ST-L K13 Manual";2011;"Hatch";68732;"Manual";10888;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2011/OAG-AD-14559602/?Cr=84";"SA";"Used Car"
"NISSAN";"MICRA";"2011 Nissan Micra ST K13 Auto";2011;"Hatch";67252;"Automatic";9990;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2011/OAG-AD-14488754/?Cr=85";"SA";"Used Car"
"NISSAN";"PULSAR";"2015 Nissan Pulsar ST C12 Series 2 Auto";2015;"Hatch";50959;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2015/OAG-AD-14324826/?Cr=86";"WA";"Used Car"
"NISSAN";"MICRA";"2013 Nissan Micra ST K13 Auto";2013;"Hatch";14345;"Automatic";12999;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2013/OAG-AD-14305378/?Cr=88";"NSW";"Used Car"
"NISSAN";"DUALIS";"2012 Nissan Dualis ST J10 Series II Manual";2012;"SUV";88934;"Manual";12980;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2012/OAG-AD-14378281/?Cr=89";"WA";"Used Car"
"NISSAN";"TIIDA";"2007 Nissan Tiida ST-L C11 Auto";2007;"Hatch";115678;"Automatic";8888;"http://www.carsales.com.au/dealer/details/Nissan-Tiida-2007/OAG-AD-14249271/?Cr=91";"ACT";"Used Car"
"NISSAN";"MICRA";"2014 Nissan Micra ST K13 Auto";2014;"Hatch";72081;"Automatic";7990;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2014/OAG-AD-14499465/?Cr=92";"TAS";"Used Car"
"NISSAN";"MAXIMA";"2011 Nissan Maxima 250 ST-L J32 Auto";2011;"Sedan";99219;"Automatic";12250;"http://www.carsales.com.au/dealer/details/Nissan-Maxima-2011/OAG-AD-14326844/?Cr=95";"NSW";"Used Car"
"NISSAN";"X-TRAIL";"2004 Nissan X-Trail Ti T30 II Auto 4x4";2004;"SUV";215475;"Automatic";7500;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2004/OAG-AD-14409049/?Cr=97";"QLD";"Used Car"
"NISSAN";"X-TRAIL";"2003 Nissan X-Trail Ti Luxury T30 Auto 4x4";2003;"SUV";237240;"Automatic";5989;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2003/OAG-AD-14122839/?Cr=98";"VIC";"Used Car"
"NISSAN";"DUALIS";"2009 Nissan Dualis ST J10 Auto AWD";2009;"SUV";124198;"Automatic";13500;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2009/OAG-AD-14276262/?Cr=99";"NSW";"Used Car"
"NISSAN";"PATROL";"2001 Nissan Patrol ST GU II Auto 4x4";2001;"SUV";306806;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Nissan-Patrol-2001/OAG-AD-14487034/?Cr=100";"WA";"Used Car"
"NISSAN";"X-TRAIL";"2006 Nissan X-Trail ST-S 40th Anniversary T30 II A";2006;"SUV";184907;"Automatic";7300;"http://www.carsales.com.au/private/details/Nissan-X-Trail-2006/SSE-AD-4641826/?Cr=104";"QLD";"Private Seller Car"
"NISSAN";"TIIDA";"2007 Nissan Tiida ST C11 Auto";2007;"Sedan";82234;"Automatic";7490;"http://www.carsales.com.au/dealer/details/Nissan-Tiida-2007/OAG-AD-14557629/?Cr=105";"VIC";"Used Car"
"NISSAN";"MICRA";"2011 Nissan Micra ST K13 Manual";2011;"Hatch";101002;"Manual";5541;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2011/OAG-AD-14466382/?Cr=106";"NSW";"Used Car"
"NISSAN";"PULSAR";"2015 Nissan Pulsar ST B17 Series 2 Auto";2015;"Sedan";73000;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2015/OAG-AD-14366079/?Cr=107";"VIC";"Used Car"
"NISSAN";"TIIDA";"2012 Nissan Tiida ST C11 S3 Auto";2012;"Sedan";74992;"Automatic";12250;"http://www.carsales.com.au/dealer/details/Nissan-Tiida-2012/OAG-AD-14071902/?Cr=109";"VIC";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST-S C12 Auto";2013;"Hatch";47178;"Automatic";12565;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14020233/?Cr=110";"QLD";"Used Car"
"NISSAN";"MAXIMA";"2000 Nissan Maxima S A33 Auto";2000;"Sedan";169023;"Automatic";5247;"http://www.carsales.com.au/dealer/details/Nissan-Maxima-2000/OAG-AD-14372471/?Cr=111";"VIC";"Used Car"
"NISSAN";"X-TRAIL";"2009 Nissan X-Trail ST T31 Auto 4x4";2009;"SUV";129288;"Automatic";14666;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2009/OAG-AD-14397831/?Cr=112";"NSW";"Used Car"
"NISSAN";"PULSAR";"2015 Nissan Pulsar ST C12 Series 2 Auto";2015;"Hatch";53615;"Automatic";12714;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2015/OAG-AD-14323802/?Cr=114";"WA";"Used Car"
"NISSAN";"MURANO";"2005 Nissan Murano ST Z50 Auto 4x4";2005;"SUV";144244;"Automatic";9499;"http://www.carsales.com.au/dealer/details/Nissan-Murano-2005/OAG-AD-14468040/?Cr=116";"WA";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST C12 Auto";2013;"Hatch";78011;"Automatic";12895;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14578459/?Cr=118";"SA";"Used Car"
"NISSAN";"ALMERA";"2013 Nissan Almera ST N17 Manual";2013;"Sedan";98585;"Manual";7250;"http://www.carsales.com.au/dealer/details/Nissan-Almera-2013/OAG-AD-13876511/?Cr=120";"VIC";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST-S C12 Auto";2013;"Hatch";93331;"Automatic";13990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14504950/?Cr=121";"NSW";"Used Car"
"NISSAN";"PATROL";"1998 Nissan Patrol ST GU Manual 4x4";1998;"SUV";175102;"Manual";11888;"http://www.carsales.com.au/dealer/details/Nissan-Patrol-1998/OAG-AD-14360408/?Cr=122";"NSW";"Used Car"
"NISSAN";"PATROL";"2000 Nissan Patrol ST GU Auto 4x4";2000;"SUV";335212;"Automatic";7487;"http://www.carsales.com.au/dealer/details/Nissan-Patrol-2000/OAG-AD-13628293/?Cr=124";"NSW";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST B17 Auto";2013;"Sedan";32691;"Automatic";13888;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14389830/?Cr=125";"QLD";"Used Car"
"NISSAN";"DUALIS";"2009 Nissan Dualis ST J10 Manual";2009;"SUV";55793;"Manual";12584;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2009/OAG-AD-14567518/?Cr=126";"WA";"Used Car"
"NISSAN";"MICRA";"2015 Nissan Micra ST K13 Auto";2015;"Hatch";15;"Automatic";14444;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2015/OAG-AD-13441958/?Cr=127";"SA";"Used Car"
"NISSAN";"ELGRAND";"1999 Nissan Elgrand V ATE50 Auto";1999;"SUV";82180;"Automatic";14900;"http://www.carsales.com.au/dealer/details/Nissan-Elgrand-1999/OAG-AD-14281665/?Cr=128";"NSW";"Used Car"
"NISSAN";"X-TRAIL";"2010 Nissan X-Trail TS T31 Auto 4x4";2010;"SUV";134893;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2010/OAG-AD-14196700/?Cr=129";"VIC";"Used Car"
"NISSAN";"PATROL";"2000 Nissan Patrol ST GU II Auto 4x4";2000;"SUV";213848;"Automatic";14880;"http://www.carsales.com.au/dealer/details/Nissan-Patrol-2000/OAG-AD-14489119/?Cr=130";"QLD";"Used Car"
"NISSAN";"X-TRAIL";"2011 Nissan X-Trail ST T31 Manual 2WD";2011;"SUV";109901;"Manual";13928;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2011/OAG-AD-14138423/?Cr=131";"NSW";"Used Car"
"NISSAN";"PATHFINDER";"2005 Nissan Pathfinder ST-L R51 Auto 4x4";2005;"SUV";266327;"Automatic";12990;"http://www.carsales.com.au/dealer/details/Nissan-Pathfinder-2005/OAG-AD-14284585/?Cr=132";"VIC";"Used Car"
"NISSAN";"PULSAR";"2014 Nissan Pulsar ST B17 Auto";2014;"Sedan";110258;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2014/OAG-AD-14460648/?gts=OAG-AD-14460648&gtssaleid=OAG-AD-14460648&Cr=133&rankingType=";"VIC";"Used Car"
"NISSAN";"X-TRAIL";"2011 Nissan X-Trail ST T31 Manual 2WD";2011;"SUV";115164;"Manual";14980;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2011/OAG-AD-14489858/?Cr=134";"NT";"Used Car"
"NISSAN";"X-TRAIL";"2010 Nissan X-Trail TS T31 Manual 4x4";2010;"SUV";178985;"Manual";13990;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2010/OAG-AD-14353054/?Cr=135";"QLD";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST C12 Auto";2013;"Hatch";54420;"Automatic";11700;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14307604/?Cr=136";"QLD";"Used Car"
"NISSAN";"PULSAR";"2015 Nissan Pulsar ST C12 Series 2 Auto";2015;"Hatch";42530;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2015/OAG-AD-14263410/?Cr=137";"WA";"Used Car"
"NISSAN";"SKYLINE";"2005 Nissan Skyline 250GT V35 Auto";2005;"Sedan";74000;"Automatic";11500;"http://www.carsales.com.au/private/details/Nissan-Skyline-2005/SSE-AD-3677689/?Cr=140";"VIC";"Private Seller Car"
"NISSAN";"PATROL";"2001 Nissan Patrol ST GU II Manual 4x4";2001;"SUV";300300;"Manual";11000;"http://www.carsales.com.au/private/details/Nissan-Patrol-2001/SSE-AD-3017888/?Cr=141";"NSW";"Private Seller Car"
"NISSAN";"DUALIS";"2012 Nissan Dualis ST J10 Series 3 Manual 2WD";2012;"SUV";99511;"Manual";12989;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2012/OAG-AD-14098752/?Cr=143";"NSW";"Used Car"
"NISSAN";"X-TRAIL";"2011 Nissan X-Trail ST T31 Auto 4x4";2011;"SUV";118062;"Automatic";14488;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2011/OAG-AD-14557638/?Cr=145";"WA";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST B17 Auto";2013;"Sedan";52310;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14574310/?Cr=146";"VIC";"Used Car"
"NISSAN";"PATROL";"2004 Nissan Patrol ST GU III Manual 4x4";2004;"SUV";204454;"Manual";13250;"http://www.carsales.com.au/private/details/Nissan-Patrol-2004/SSE-AD-4600526/?Cr=147";"QLD";"Private Seller Car"
"NISSAN";"MAXIMA";"2011 Nissan Maxima 250 ST-L J32 Auto";2011;"Sedan";125100;"Automatic";12999;"http://www.carsales.com.au/dealer/details/Nissan-Maxima-2011/OAG-AD-14544494/?Cr=152";"QLD";"Used Car"
"NISSAN";"MICRA";"2014 Nissan Micra ST K13 Manual";2014;"Hatch";68028;"Manual";8790;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2014/OAG-AD-14129073/?Cr=153";"SA";"Used Car"
"NISSAN";"MICRA";"2012 Nissan Micra ST K13 Manual";2012;"Hatch";40446;"Manual";6990;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2012/OAG-AD-14411880/?Cr=154";"NSW";"Used Car"
"NISSAN";"PULSAR";"2015 Nissan Pulsar ST C12 Series 2 Auto";2015;"Hatch";42794;"Automatic";12714;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2015/OAG-AD-14291767/?Cr=155";"WA";"Used Car"
"NISSAN";"DUALIS";"2011 Nissan Dualis ST J10 Series II Manual";2011;"SUV";94838;"Manual";13990;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2011/OAG-AD-14389221/?Cr=157";"QLD";"Used Car"
"NISSAN";"PATHFINDER";"2005 Nissan Pathfinder Ti R51 Auto 4x4";2005;"SUV";176614;"Automatic";13990;"http://www.carsales.com.au/dealer/details/Nissan-Pathfinder-2005/OAG-AD-14475044/?Cr=158";"WA";"Used Car"
"NISSAN";"PATHFINDER";"2005 Nissan Pathfinder ST R51 Auto 4x4";2005;"SUV";191780;"Automatic";13999;"http://www.carsales.com.au/dealer/details/Nissan-Pathfinder-2005/OAG-AD-14556007/?Cr=159";"QLD";"Used Car"
"NISSAN";"MICRA";"2015 Nissan Micra ST K13 Manual";2015;"Hatch";48;"Manual";11990;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2015/OAG-AD-13441954/?Cr=160";"SA";"Used Car"
"NISSAN";"TIIDA";"2010 Nissan Tiida ST C11 S3 Manual";2010;"Sedan";77011;"Manual";8190;"http://www.carsales.com.au/dealer/details/Nissan-Tiida-2010/OAG-AD-14433810/?Cr=161";"QLD";"Used Car"
"NISSAN";"MICRA";"2015 Nissan Micra ST K13 Auto";2015;"Hatch";57;"Automatic";14444;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2015/OAG-AD-13448454/?Cr=163";"SA";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST B17 Auto";2013;"Sedan";86278;"Automatic";13888;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14530526/?Cr=164";"VIC";"Used Car"
"NISSAN";"X-TRAIL";"2008 Nissan X-Trail ST T31 Auto 4x4";2008;"SUV";110773;"Automatic";12990;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2008/OAG-AD-14525387/?Cr=165";"VIC";"Used Car"
"NISSAN";"TIIDA";"2009 Nissan Tiida ST-L C11 Auto";2009;"Hatch";65402;"Automatic";10490;"http://www.carsales.com.au/dealer/details/Nissan-Tiida-2009/OAG-AD-14490119/?Cr=166";"NSW";"Used Car"
"NISSAN";"DUALIS";"2011 Nissan Dualis ST J10 Series II Manual";2011;"SUV";147424;"Manual";9990;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2011/OAG-AD-14513053/?Cr=167";"NSW";"Used Car"
"NISSAN";"MAXIMA";"2005 Nissan Maxima Ti-L J31 Auto";2005;"Sedan";181848;"Automatic";6000;"http://www.carsales.com.au/dealer/details/Nissan-Maxima-2005/OAG-AD-14031991/?Cr=168";"NSW";"Used Car"
"NISSAN";"DUALIS";"2008 Nissan Dualis Ti J10 Auto AWD";2008;"SUV";83042;"Automatic";13990;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2008/OAG-AD-14462464/?Cr=169";"NSW";"Used Car"
"NISSAN";"PATROL";"2000 Nissan Patrol ST GU II Auto 4x4";2000;"SUV";292096;"Automatic";9999;"http://www.carsales.com.au/dealer/details/Nissan-Patrol-2000/OAG-AD-13818512/?Cr=170";"NSW";"Used Car"
"NISSAN";"DUALIS";"2009 Nissan Dualis Ti J10 Auto AWD";2009;"SUV";97600;"Automatic";13690;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2009/OAG-AD-14401189/?Cr=171";"VIC";"Used Car"
"NISSAN";"X-TRAIL";"2006 Nissan X-Trail ST-S 40th Anniversary T30 II M";2006;"SUV";188000;"Manual";6500;"http://www.carsales.com.au/private/details/Nissan-X-Trail-2006/SSE-AD-4424641/?Cr=173";"QLD";"Private Seller Car"
"NISSAN";"TIIDA";"2007 Nissan Tiida ST C11 Auto";2007;"Sedan";70642;"Automatic";8450;"http://www.carsales.com.au/dealer/details/Nissan-Tiida-2007/OAG-AD-14465360/?Cr=174";"VIC";"Used Car"
"NISSAN";"X-TRAIL";"2005 Nissan X-Trail ST T30 II Auto 4x4";2005;"SUV";213445;"Automatic";7995;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2005/OAG-AD-14100052/?Cr=175";"SA";"Used Car"
"NISSAN";"MICRA";"2011 Nissan Micra ST K13 Auto";2011;"Hatch";74634;"Automatic";7990;"http://www.carsales.com.au/dealer/details/Nissan-Micra-2011/OAG-AD-13577686/?Cr=176";"VIC";"Used Car"
"NISSAN";"PULSAR";"2015 Nissan Pulsar ST C12 Series 2 Auto";2015;"Hatch";49649;"Automatic";13990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2015/OAG-AD-14313567/?Cr=180";"WA";"Used Car"
"NISSAN";"PULSAR";"2012 Nissan Pulsar ST-L B17 Auto";2012;"Sedan";21147;"Automatic";14880;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2012/OAG-AD-14338718/?Cr=181";"SA";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST C12 Auto";2013;"Hatch";62099;"Automatic";13990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14381510/?Cr=182";"VIC";"Used Car"
"NISSAN";"DUALIS";"2011 Nissan Dualis Ti J10 Series II Auto";2011;"SUV";118900;"Automatic";12988;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2011/OAG-AD-14441491/?Cr=183";"VIC";"Used Car"
"NISSAN";"PULSAR";"2014 Nissan Pulsar ST-S C12 Auto";2014;"Hatch";55443;"Automatic";13000;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2014/OAG-AD-13672279/?Cr=184";"VIC";"Used Car"
"NISSAN";"TIIDA";"2008 Nissan Tiida ST C11 Manual";2008;"Hatch";97566;"Manual";6980;"http://www.carsales.com.au/dealer/details/Nissan-Tiida-2008/OAG-AD-13944715/?Cr=186";"SA";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST-S C12 Auto";2013;"Hatch";31078;"Automatic";12480;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14267519/?Cr=187";"QLD";"Used Car"
"NISSAN";"PATHFINDER";"2005 Nissan Pathfinder ST R51 Auto 4x4";2005;"SUV";227786;"Automatic";9800;"http://www.carsales.com.au/private/details/Nissan-Pathfinder-2005/SSE-AD-4553845/?Cr=188";"SA";"Private Seller Car"
"NISSAN";"PULSAR";"2001 Nissan Pulsar ST N16 Auto";2001;"Hatch";227642;"Automatic";5888;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2001/OAG-AD-14436348/?Cr=189";"NSW";"Used Car"
"NISSAN";"ELGRAND";"1999 Nissan Elgrand Highway Star ATE50 Auto";1999;"SUV";99412;"Automatic";14900;"http://www.carsales.com.au/dealer/details/Nissan-Elgrand-1999/OAG-AD-14067491/?Cr=190";"NSW";"Used Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST-S C12 Manual";2013;"Hatch";31000;"Manual";13300;"http://www.carsales.com.au/private/details/Nissan-Pulsar-2013/SSE-AD-4307224/?Cr=191";"QLD";"Private Seller Car"
"NISSAN";"PATROL";"2008 Nissan Patrol DX GU 6 Manual 4x4";2008;"SUV";213496;"Manual";13000;"http://www.carsales.com.au/private/details/Nissan-Patrol-2008/SSE-AD-4250916/?Cr=192";"QLD";"Private Seller Car"
"NISSAN";"PULSAR";"2013 Nissan Pulsar ST B17 Manual";2013;"Sedan";68789;"Manual";11990;"http://www.carsales.com.au/dealer/details/Nissan-Pulsar-2013/OAG-AD-14496839/?Cr=193";"SA";"Used Car"
"NISSAN";"X-TRAIL";"2007 Nissan X-Trail ST-S T30 II Auto 4x4";2007;"SUV";159312;"Automatic";11888;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2007/OAG-AD-14232204/?Cr=194";"VIC";"Used Car"
"NISSAN";"DUALIS";"2011 Nissan Dualis ST J10 Series II Manual";2011;"SUV";72500;"Manual";14990;"http://www.carsales.com.au/dealer/details/Nissan-Dualis-2011/OAG-AD-14480843/?Cr=196";"WA";"Used Car"
"NISSAN";"X-TRAIL";"2011 Nissan X-Trail ST T31 Manual 4x4";2011;"SUV";150387;"Manual";13595;"http://www.carsales.com.au/dealer/details/Nissan-X-Trail-2011/OAG-AD-14506602/?Cr=198";"QLD";"Used Car"
