"make";"model";"car";"year";"Body";"Odometer";"Transmission";"price";"URL";"state";"adType"
"MAZDA";"3";"2009 Mazda 3 Neo BL Series 1 Manual";2009;"Sedan";104117;"Manual";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14377977/?Cr=763";"TAS";"Used Car"
"MAZDA";"6";"2006 Mazda 6 Classic GG Series 2 Manual";2006;"Sedan";129318;"Manual";10990;"http://www.carsales.com.au/dealer/details/Mazda-6-2006/OAG-AD-14411286/?Cr=764";"QLD";"Used Car"
"MAZDA";"3";"2009 Mazda 3 Maxx Sport BL Series 1 Auto";2009;"Sedan";213037;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14393731/?Cr=765";"VIC";"Used Car"
"MAZDA";"6";"2004 Mazda 6 Luxury Sports GG Series 1 Auto";2004;"Hatch";183949;"Automatic";8800;"http://www.carsales.com.au/dealer/details/Mazda-6-2004/OAG-AD-14524117/?Cr=766";"VIC";"Used Car"
"MAZDA";"2";"2008 Mazda 2 Maxx DE Series 1 Manual";2008;"Hatch";96147;"Manual";8688;"http://www.carsales.com.au/dealer/details/Mazda-2-2008/OAG-AD-14090773/?Cr=767";"ACT";"Used Car"
"MAZDA";"2";"2008 Mazda 2 Genki DE Series 1 Manual";2008;"Hatch";76579;"Manual";8665;"http://www.carsales.com.au/dealer/details/Mazda-2-2008/OAG-AD-14444348/?Cr=768";"NSW";"Used Car"
"MAZDA";"TRIBUTE";"2004 Mazda Tribute Classic Traveller Auto 4x4";2004;"SUV";177431;"Automatic";6999;"http://www.carsales.com.au/dealer/details/Mazda-Tribute-2004/OAG-AD-14558859/?Cr=769";"VIC";"Used Car"
"MAZDA";"3";"2008 Mazda 3 Neo BK Series 2 Manual";2008;"Hatch";105003;"Manual";5990;"http://www.carsales.com.au/dealer/details/Mazda-3-2008/OAG-AD-14562231/?Cr=771";"WA";"Used Car"
"MAZDA";"6";"2003 Mazda 6 Luxury Sports GG Series 1 Manual";2003;"Hatch";220000;"Manual";5990;"http://www.carsales.com.au/dealer/details/Mazda-6-2003/OAG-AD-14553372/?Cr=772";"QLD";"Used Car"
"MAZDA";"6";"2004 Mazda 6 Luxury Sports GG Series 1 Manual";2004;"Hatch";210000;"Manual";5990;"http://www.carsales.com.au/dealer/details/Mazda-6-2004/OAG-AD-14553883/?Cr=773";"QLD";"Used Car"
"MAZDA";"2";"2014 Mazda 2 Neo Sport DE Series 2 Auto";2014;"Hatch";32077;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Mazda-2-2014/OAG-AD-14537071/?Cr=774";"QLD";"Used Car"
"MAZDA";"CX-7";"2010 Mazda CX-7 Luxury Sports ER Series 2 Auto 4WD";2010;"SUV";172890;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Mazda-CX-7-2010/OAG-AD-14559840/?Cr=775";"NSW";"Used Car"
"MAZDA";"6";"2006 Mazda 6 MPS GG Series 2 Manual 4WD";2006;"Sedan";145000;"Manual";14500;"http://www.carsales.com.au/private/details/Mazda-6-2006/SSE-AD-4389751/?Cr=776";"VIC";"Private Seller Car"
"MAZDA";"3";"2011 Mazda 3 Neo BL Series 1 Auto";2011;"Sedan";87965;"Automatic";13888;"http://www.carsales.com.au/dealer/details/Mazda-3-2011/OAG-AD-14477006/?Cr=778";"NSW";"Used Car"
"MAZDA";"2";"2015 Mazda 2 Neo DJ Series Manual";2015;"Hatch";28000;"Manual";13490;"http://www.carsales.com.au/dealer/details/Mazda-2-2015/OAG-AD-14461101/?Cr=779";"TAS";"Used Car"
"MAZDA";"3";"2012 Mazda 3 Neo BL Series 2 Manual";2012;"Sedan";88700;"Manual";12400;"http://www.carsales.com.au/private/details/Mazda-3-2012/SSE-AD-4669370/?Cr=780";"VIC";"Private Seller Car"
"MAZDA";"3";"2009 Mazda 3 SP25 BL Series 1 Manual";2009;"Hatch";111209;"Manual";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14261406/?Cr=781";"QLD";"Used Car"
"MAZDA";"3";"2008 Mazda 3 SP23 BK Series 2 Manual";2008;"Hatch";84846;"Manual";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2008/OAG-AD-14373750/?Cr=782";"VIC";"Used Car"
"MAZDA";"2";"2012 Mazda 2 Neo DE Series 2 Manual";2012;"Hatch";99511;"Manual";9990;"http://www.carsales.com.au/dealer/details/Mazda-2-2012/OAG-AD-12802188/?Cr=783";"NSW";"Used Car"
"MAZDA";"3";"2008 Mazda 3 Maxx Sport BK Series 2 Auto";2008;"Hatch";159880;"Automatic";8588;"http://www.carsales.com.au/dealer/details/Mazda-3-2008/OAG-AD-14207659/?Cr=784";"NSW";"Used Car"
"MAZDA";"6";"2006 Mazda 6 Classic GG Series 2 Auto";2006;"Sedan";167452;"Automatic";7990;"http://www.carsales.com.au/dealer/details/Mazda-6-2006/OAG-AD-14280760/?Cr=785";"SA";"Used Car"
"MAZDA";"3";"2005 Mazda 3 Neo BK Series 1 Manual";2005;"Hatch";145000;"Manual";7000;"http://www.carsales.com.au/private/details/Mazda-3-2005/SSE-AD-4662582/?Cr=786";"VIC";"Private Seller Car"
"MAZDA";"3";"2006 Mazda 3 Neo BK Series 2 Auto";2006;"Hatch";166653;"Automatic";6999;"http://www.carsales.com.au/dealer/details/Mazda-3-2006/OAG-AD-14438613/?Cr=787";"VIC";"Used Car"
"MAZDA";"TRIBUTE";"2004 Mazda Tribute Classic Traveller Auto 4x4";2004;"SUV";171745;"Automatic";6999;"http://www.carsales.com.au/dealer/details/Mazda-Tribute-2004/OAG-AD-14391621/?Cr=788";"NSW";"Used Car"
"MAZDA";"6";"2006 Mazda 6 Classic GG Series 2 Manual";2006;"Sedan";246317;"Manual";6990;"http://www.carsales.com.au/dealer/details/Mazda-6-2006/OAG-AD-14240819/?Cr=789";"QLD";"Used Car"
"MAZDA";"TRIBUTE";"2005 Mazda Tribute Limited Sport Auto 4x4";2005;"SUV";189850;"Automatic";6499;"http://www.carsales.com.au/dealer/details/Mazda-Tribute-2005/OAG-AD-14532492/?Cr=790";"VIC";"Used Car"
"MAZDA";"3";"2012 Mazda 3 Neo BL Series 2 Auto";2012;"Hatch";97765;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Mazda-3-2012/OAG-AD-14515412/?Cr=791";"SA";"Used Car"
"MAZDA";"3";"2009 Mazda 3 SP25 BL Series 1 Manual";2009;"Hatch";111209;"Manual";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14261406/?Cr=780";"QLD";"Used Car"
"MAZDA";"3";"2008 Mazda 3 SP23 BK Series 2 Manual";2008;"Hatch";84846;"Manual";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2008/OAG-AD-14373750/?Cr=781";"VIC";"Used Car"
"MAZDA";"2";"2012 Mazda 2 Neo DE Series 2 Manual";2012;"Hatch";99511;"Manual";9990;"http://www.carsales.com.au/dealer/details/Mazda-2-2012/OAG-AD-12802188/?Cr=782";"NSW";"Used Car"
"MAZDA";"3";"2008 Mazda 3 Maxx Sport BK Series 2 Auto";2008;"Hatch";159880;"Automatic";8588;"http://www.carsales.com.au/dealer/details/Mazda-3-2008/OAG-AD-14207659/?Cr=783";"NSW";"Used Car"
"MAZDA";"6";"2006 Mazda 6 Classic GG Series 2 Auto";2006;"Sedan";167452;"Automatic";7990;"http://www.carsales.com.au/dealer/details/Mazda-6-2006/OAG-AD-14280760/?Cr=784";"SA";"Used Car"
"MAZDA";"3";"2005 Mazda 3 Neo BK Series 1 Manual";2005;"Hatch";145000;"Manual";7000;"http://www.carsales.com.au/private/details/Mazda-3-2005/SSE-AD-4662582/?Cr=785";"VIC";"Private Seller Car"
"MAZDA";"3";"2006 Mazda 3 Neo BK Series 2 Auto";2006;"Hatch";166653;"Automatic";6999;"http://www.carsales.com.au/dealer/details/Mazda-3-2006/OAG-AD-14438613/?Cr=786";"VIC";"Used Car"
"MAZDA";"TRIBUTE";"2004 Mazda Tribute Classic Traveller Auto 4x4";2004;"SUV";171745;"Automatic";6999;"http://www.carsales.com.au/dealer/details/Mazda-Tribute-2004/OAG-AD-14391621/?Cr=787";"NSW";"Used Car"
"MAZDA";"6";"2006 Mazda 6 Classic GG Series 2 Manual";2006;"Sedan";246317;"Manual";6990;"http://www.carsales.com.au/dealer/details/Mazda-6-2006/OAG-AD-14240819/?Cr=788";"QLD";"Used Car"
"MAZDA";"TRIBUTE";"2005 Mazda Tribute Limited Sport Auto 4x4";2005;"SUV";189850;"Automatic";6499;"http://www.carsales.com.au/dealer/details/Mazda-Tribute-2005/OAG-AD-14532492/?Cr=789";"VIC";"Used Car"
"MAZDA";"3";"2012 Mazda 3 Neo BL Series 2 Auto";2012;"Hatch";97765;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Mazda-3-2012/OAG-AD-14515412/?Cr=790";"SA";"Used Car"
"MAZDA";"3";"2009 Mazda 3 SP25 BL Series 1 Manual";2009;"Sedan";157525;"Manual";13999;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-13931608/?Cr=791";"NSW";"Used Car"
"MAZDA";"3";"2012 Mazda 3 Neo BL Series 2 Manual";2012;"Hatch";79101;"Manual";11900;"http://www.carsales.com.au/private/details/Mazda-3-2012/SSE-AD-4480770/?Cr=793";"QLD";"Private Seller Car"
"MAZDA";"2";"2011 Mazda 2 Genki DE Series 1 Auto";2011;"Hatch";125825;"Automatic";11990;"http://www.carsales.com.au/dealer/details/Mazda-2-2011/OAG-AD-14337154/?Cr=794";"VIC";"Used Car"
"MAZDA";"3";"2009 Mazda 3 Neo BL Series 1 Auto";2009;"Sedan";122926;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14487710/?Cr=795";"TAS";"Used Car"
"MAZDA";"3";"2004 Mazda 3 SP23 BK Series 1 Auto";2004;"Hatch";188125;"Automatic";7888;"http://www.carsales.com.au/dealer/details/Mazda-3-2004/OAG-AD-14520729/?Cr=796";"WA";"Used Car"
"MAZDA";"3";"2006 Mazda 3 Neo BK Series 2 Manual";2006;"Sedan";121000;"Manual";6890;"http://www.carsales.com.au/private/details/Mazda-3-2006/SSE-AD-4590933/?Cr=798";"QLD";"Private Seller Car"
"MAZDA";"2";"2015 Mazda 2 Neo DJ Series Auto";2015;"Hatch";17306;"Automatic";14998;"http://www.carsales.com.au/dealer/details/Mazda-2-2015/OAG-AD-13628068/?Cr=800";"QLD";"Used Car"
"MAZDA";"6";"2011 Mazda 6 Touring GH Series 2 Manual";2011;"Hatch";88578;"Manual";13800;"http://www.carsales.com.au/dealer/details/Mazda-6-2011/OAG-AD-14552577/?Cr=801";"NSW";"Used Car"
"MAZDA";"2";"2013 Mazda 2 Neo DE Series 2 Manual";2013;"Hatch";52603;"Manual";11490;"http://www.carsales.com.au/dealer/details/Mazda-2-2013/OAG-AD-14539692/?Cr=804";"NSW";"Used Car"
"MAZDA";"3";"2012 Mazda 3 Maxx Sport BL Series 2 Manual";2012;"Hatch";131884;"Manual";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2012/OAG-AD-14472835/?Cr=805";"QLD";"Used Car"
"MAZDA";"3";"2009 Mazda 3 Neo BL Series 1 Manual";2009;"Sedan";54950;"Manual";9990;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14529239/?Cr=806";"NSW";"Used Car"
"MAZDA";"3";"2008 Mazda 3 SP23 BK Series 2 Auto";2008;"Sedan";137320;"Automatic";8999;"http://www.carsales.com.au/dealer/details/Mazda-3-2008/OAG-AD-14333821/?Cr=807";"QLD";"Used Car"
"MAZDA";"2";"2011 Mazda 2 Neo DE Series 1 Manual";2011;"Hatch";74400;"Manual";8900;"http://www.carsales.com.au/private/details/Mazda-2-2011/SSE-AD-4504950/?Cr=808";"WA";"Private Seller Car"
"MAZDA";"6";"2003 Mazda 6 Classic GG Series 1 Auto";2003;"Hatch";50000;"Automatic";6499;"http://www.carsales.com.au/dealer/details/Mazda-6-2003/OAG-AD-14411571/?Cr=809";"NSW";"Used Car"
"MAZDA";"6";"2005 Mazda 6 Classic GG Series 1 Auto";2005;"Hatch";231000;"Automatic";5499;"http://www.carsales.com.au/dealer/details/Mazda-6-2005/OAG-AD-14313251/?Cr=810";"VIC";"Used Car"
"MAZDA";"3";"2011 Mazda 3 SP25 BL Series 2 Auto";2011;"Hatch";130569;"Automatic";14950;"http://www.carsales.com.au/dealer/details/Mazda-3-2011/OAG-AD-14468776/?Cr=811";"NSW";"Used Car"
"MAZDA";"3";"2013 Mazda 3 Neo BL Series 2 Manual";2013;"Hatch";25000;"Manual";14600;"http://www.carsales.com.au/private/details/Mazda-3-2013/SSE-AD-4616439/?Cr=812";"NSW";"Private Seller Car"
"MAZDA";"3";"2012 Mazda 3 Neo BL Series 2 Manual";2012;"Hatch";97338;"Manual";13990;"http://www.carsales.com.au/dealer/details/Mazda-3-2012/OAG-AD-14128032/?Cr=813";"NSW";"Used Car"
"MAZDA";"3";"2006 Mazda 3 MPS BK Series 2 Manual";2006;"Hatch";163480;"Manual";12990;"http://www.carsales.com.au/dealer/details/Mazda-3-2006/OAG-AD-13993935/?Cr=814";"NSW";"Used Car"
"MAZDA";"3";"2013 Mazda 3 Neo BL Series 2 Auto";2013;"Sedan";105100;"Automatic";12990;"http://www.carsales.com.au/dealer/details/Mazda-3-2013/OAG-AD-14484034/?Cr=815";"QLD";"Used Car"
"MAZDA";"3";"2007 Mazda 3 Maxx Sport BK Series 2 Auto";2007;"Hatch";90301;"Automatic";11888;"http://www.carsales.com.au/dealer/details/Mazda-3-2007/OAG-AD-14558099/?Cr=816";"VIC";"Used Car"
"MAZDA";"3";"2005 Mazda 3 SP23 BK Series 1 Manual";2005;"Hatch";73573;"Manual";11888;"http://www.carsales.com.au/dealer/details/Mazda-3-2005/OAG-AD-14528192/?Cr=817";"VIC";"Used Car"
"MAZDA";"3";"2010 Mazda 3 Neo BL Series 1 Manual";2010;"Sedan";86340;"Manual";10800;"http://www.carsales.com.au/private/details/Mazda-3-2010/SSE-AD-4573263/?Cr=818";"NSW";"Private Seller Car"
"MAZDA";"3";"2009 Mazda 3 Neo BL Series 1 Manual";2009;"Sedan";133507;"Manual";9990;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14397244/?Cr=819";"NSW";"Used Car"
"MAZDA";"TRIBUTE";"2002 Mazda Tribute Classic Auto 4x4";2002;"SUV";158360;"Automatic";9990;"http://www.carsales.com.au/dealer/details/Mazda-Tribute-2002/OAG-AD-14367370/?Cr=821";"QLD";"Used Car"
"MAZDA";"2";"2009 Mazda 2 Neo DE Series 1 Manual";2009;"Hatch";173324;"Manual";7990;"http://www.carsales.com.au/dealer/details/Mazda-2-2009/OAG-AD-14565352/?Cr=822";"NSW";"Used Car"
"MAZDA";"3";"2006 Mazda 3 SP23 BK Series 2 Manual";2006;"Hatch";150179;"Manual";7800;"http://www.carsales.com.au/private/details/Mazda-3-2006/SSE-AD-4646629/?Cr=823";"VIC";"Private Seller Car"
"MAZDA";"3";"2005 Mazda 3 SP23 BK Series 1 Manual";2005;"Hatch";112000;"Manual";7750;"http://www.carsales.com.au/private/details/Mazda-3-2005/SSE-AD-4482713/?Cr=824";"VIC";"Private Seller Car"
"MAZDA";"6";"2007 Mazda 6 Sports GG Series 2 Manual";2007;"Sedan";188727;"Manual";7499;"http://www.carsales.com.au/dealer/details/Mazda-6-2007/OAG-AD-14255751/?Cr=825";"VIC";"Used Car"
"MAZDA";"2";"2010 Mazda 2 Neo DE Series 1 Manual";2010;"Hatch";165129;"Manual";6499;"http://www.carsales.com.au/dealer/details/Mazda-2-2010/OAG-AD-14144648/?Cr=826";"VIC";"Used Car"
"MAZDA";"3";"2005 Mazda 3 Neo BK Series 1 Manual";2005;"Sedan";162247;"Manual";5800;"http://www.carsales.com.au/dealer/details/Mazda-3-2005/OAG-AD-14277279/?Cr=827";"VIC";"Used Car"
"MAZDA";"3";"2009 Mazda 3 SP25 BL Series 1 Auto";2009;"Sedan";93241;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14476468/?Cr=828";"QLD";"Used Car"
"MAZDA";"3";"2010 Mazda 3 MZR-CD BL Manual";2010;"Sedan";93045;"Manual";13990;"http://www.carsales.com.au/dealer/details/Mazda-3-2010/OAG-AD-14482187/?Cr=829";"WA";"Used Car"
"MAZDA";"3";"2013 Mazda 3 Neo BL Series 2 Auto";2013;"Hatch";111953;"Automatic";13895;"http://www.carsales.com.au/dealer/details/Mazda-3-2013/OAG-AD-14547315/?Cr=831";"QLD";"Used Car"
"MAZDA";"3";"2010 Mazda 3 Neo BL Series 1 Auto";2010;"Hatch";123472;"Automatic";11989;"http://www.carsales.com.au/dealer/details/Mazda-3-2010/OAG-AD-14401258/?Cr=833";"QLD";"Used Car"
"MAZDA";"2";"2009 Mazda 2 Maxx DE Series 1 Manual";2009;"Hatch";53177;"Manual";10995;"http://www.carsales.com.au/dealer/details/Mazda-2-2009/OAG-AD-14510180/?Cr=834";"NSW";"Used Car"
"MAZDA";"3";"2011 Mazda 3 Neo BL Series 1 Manual";2011;"Hatch";140854;"Manual";9990;"http://www.carsales.com.au/dealer/details/Mazda-3-2011/OAG-AD-14011385/?Cr=835";"TAS";"Used Car"
"MAZDA";"3";"2007 Mazda 3 MZR-CD BK Series 2 Manual";2007;"Hatch";103000;"Manual";9987;"http://www.carsales.com.au/dealer/details/Mazda-3-2007/OAG-AD-13364326/?Cr=836";"VIC";"Used Car"
"MAZDA";"3";"2009 Mazda 3 Neo BL Series 1 Manual";2009;"Sedan";99364;"Manual";9489;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14571193/?Cr=837";"QLD";"Used Car"
"MAZDA";"3";"2006 Mazda 3 Maxx BK Series 1 Auto";2006;"Sedan";122747;"Automatic";8490;"http://www.carsales.com.au/dealer/details/Mazda-3-2006/OAG-AD-14400255/?Cr=839";"NSW";"Used Car"
"MAZDA";"6";"2010 Mazda 6 Classic GH Series 2 Auto";2010;"Sedan";89671;"Automatic";13990;"http://www.carsales.com.au/dealer/details/Mazda-6-2010/OAG-AD-14507992/?Cr=840";"NSW";"Used Car"
"MAZDA";"3";"2009 Mazda 3 Neo BL Series 1 Auto";2009;"Sedan";143000;"Automatic";13500;"http://www.carsales.com.au/private/details/Mazda-3-2009/SSE-AD-4632995/?Cr=841";"NSW";"Private Seller Car"
"MAZDA";"6";"2006 Mazda 6 Luxury Sports GG Series 2 Auto";2006;"Hatch";81551;"Automatic";12690;"http://www.carsales.com.au/dealer/details/Mazda-6-2006/OAG-AD-14548605/?Cr=842";"QLD";"Used Car"
"MAZDA";"CX-7";"2006 Mazda CX-7 ER Series 1 Auto 4WD";2006;"SUV";166632;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Mazda-CX-7-2006/OAG-AD-14014405/?Cr=844";"QLD";"Used Car"
"MAZDA";"3";"2011 Mazda 3 Neo BL Series 2 Manual";2011;"Sedan";117541;"Manual";9990;"http://www.carsales.com.au/dealer/details/Mazda-3-2011/OAG-AD-14390630/?Cr=846";"VIC";"Used Car"
"MAZDA";"CX-7";"2007 Mazda CX-7 Classic ER Series 1 Auto 4WD";2007;"SUV";146344;"Automatic";8500;"http://www.carsales.com.au/private/details/Mazda-CX-7-2007/SSE-AD-4382620/?Cr=847";"QLD";"Private Seller Car"
"MAZDA";"CX-7";"2011 Mazda CX-7 Classic Sports ER Series 2 Auto 4W";2011;"SUV";100749;"Automatic";14999;"http://www.carsales.com.au/dealer/details/Mazda-CX-7-2011/OAG-AD-14496709/?Cr=848";"NSW";"Used Car"
"MAZDA";"3";"2013 Mazda 3 Neo BL Series 2 Manual";2013;"Hatch";97522;"Manual";12990;"http://www.carsales.com.au/dealer/details/Mazda-3-2013/OAG-AD-14539111/?Cr=849";"VIC";"Used Car"
"MAZDA";"6";"2011 Mazda 6 Classic GH Series 2 Auto";2011;"Hatch";88710;"Automatic";12990;"http://www.carsales.com.au/dealer/details/Mazda-6-2011/OAG-AD-14367760/?Cr=850";"WA";"Used Car"
"MAZDA";"CX-7";"2007 Mazda CX-7 Luxury ER Series 1 Auto 4WD";2007;"SUV";125000;"Automatic";12000;"http://www.carsales.com.au/private/details/Mazda-CX-7-2007/SSE-AD-4544847/?Cr=851";"NSW";"Private Seller Car"
"MAZDA";"3";"2011 Mazda 3 MZR-CD BL Series 2 Manual";2011;"Hatch";258192;"Manual";9890;"http://www.carsales.com.au/dealer/details/Mazda-3-2011/OAG-AD-14241855/?Cr=853";"ACT";"Used Car"
"MAZDA";"3";"2009 Mazda 3 Neo Sport BK Series 2 Auto";2009;"Sedan";112814;"Automatic";9490;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14345013/?Cr=855";"WA";"Used Car"
"MAZDA";"CX-7";"2007 Mazda CX-7 Luxury ER Series 1 Auto 4WD";2007;"SUV";212785;"Automatic";9490;"http://www.carsales.com.au/dealer/details/Mazda-CX-7-2007/OAG-AD-14364941/?Cr=856";"QLD";"Used Car"
"MAZDA";"3";"2007 Mazda 3 Neo BK Series 2 Auto";2007;"Sedan";92159;"Automatic";8499;"http://www.carsales.com.au/dealer/details/Mazda-3-2007/OAG-AD-14385769/?Cr=857";"VIC";"Used Car"
"MAZDA";"2";"2009 Mazda 2 Neo DE Series 1 Auto";2009;"Hatch";137000;"Automatic";7999;"http://www.carsales.com.au/dealer/details/Mazda-2-2009/OAG-AD-14496891/?Cr=858";"QLD";"Used Car"
"MAZDA";"3";"2006 Mazda 3 Maxx Sport BK Series 2 Manual";2006;"Sedan";162861;"Manual";7990;"http://www.carsales.com.au/dealer/details/Mazda-3-2006/OAG-AD-14503560/?Cr=859";"QLD";"Used Car"
"MAZDA";"3";"2006 Mazda 3 Neo BK Series 2 Manual";2006;"Hatch";139870;"Manual";6800;"http://www.carsales.com.au/dealer/details/Mazda-3-2006/OAG-AD-14562003/?Cr=860";"VIC";"Used Car"
"MAZDA";"6";"2008 Mazda 6 Classic GH Series 1 Manual";2008;"Sedan";213714;"Manual";6990;"http://www.carsales.com.au/dealer/details/Mazda-6-2008/OAG-AD-14158559/?Cr=861";"VIC";"Used Car"
"MAZDA";"3";"2012 Mazda 3 Neo BL Series 2 Auto";2012;"Hatch";50699;"Automatic";14988;"http://www.carsales.com.au/dealer/details/Mazda-3-2012/OAG-AD-14532381/?Cr=862";"SA";"Used Car"
"MAZDA";"6";"2008 Mazda 6 Luxury GH Series 1 Auto";2008;"Sedan";135608;"Automatic";14987;"http://www.carsales.com.au/dealer/details/Mazda-6-2008/OAG-AD-14262055/?Cr=863";"QLD";"Used Car"
"MAZDA";"3";"2009 Mazda 3 SP25 BL Series 1 Manual";2009;"Hatch";99539;"Manual";13950;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14461144/?Cr=864";"VIC";"Used Car"
"MAZDA";"6";"2008 Mazda 6 Luxury Sports GH Series 1 Auto";2008;"Hatch";143000;"Automatic";13000;"http://www.carsales.com.au/private/details/Mazda-6-2008/SSE-AD-4615961/?Cr=865";"NSW";"Private Seller Car"
"MAZDA";"3";"2009 Mazda 3 Neo BL Series 1 Auto";2009;"Hatch";140910;"Automatic";11995;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14550304/?Cr=867";"NSW";"Used Car"
"MAZDA";"6";"2007 Mazda 6 Classic Sports GG Series 2 Auto";2007;"Hatch";122193;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Mazda-6-2007/OAG-AD-14533111/?Cr=868";"NSW";"Used Car"
"MAZDA";"3";"2005 Mazda 3 Maxx Sport BK Series 1 Auto";2005;"Sedan";78267;"Automatic";10499;"http://www.carsales.com.au/dealer/details/Mazda-3-2005/OAG-AD-14465518/?Cr=869";"VIC";"Used Car"
"MAZDA";"3";"2010 Mazda 3 Neo BL Series 1 Auto";2010;"Hatch";106214;"Automatic";9885;"http://www.carsales.com.au/dealer/details/Mazda-3-2010/OAG-AD-14447233/?Cr=870";"VIC";"Used Car"
"MAZDA";"TRIBUTE";"2005 Mazda Tribute Luxury Auto 4x4";2005;"SUV";167554;"Automatic";7990;"http://www.carsales.com.au/dealer/details/Mazda-Tribute-2005/OAG-AD-14541942/?Cr=871";"SA";"Used Car"
"MAZDA";"3";"2009 Mazda 3 Maxx Sport BL Series 1 Manual";2009;"Sedan";161495;"Manual";7650;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14531558/?Cr=872";"NSW";"Used Car"
"MAZDA";"3";"2007 Mazda 3 SP23 BK Series 2 Manual";2007;"Sedan";215561;"Manual";6490;"http://www.carsales.com.au/dealer/details/Mazda-3-2007/OAG-AD-14543214/?Cr=873";"VIC";"Used Car"
"MAZDA";"3";"2009 Mazda 3 Maxx Sport BK Series 2 Auto";2009;"Sedan";102500;"Automatic";12990;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14241883/?Cr=874";"NSW";"Used Car"
"MAZDA";"3";"2011 Mazda 3 Neo BL Series 1 Auto";2011;"Sedan";60936;"Automatic";12988;"http://www.carsales.com.au/dealer/details/Mazda-3-2011/OAG-AD-14504197/?Cr=875";"QLD";"Used Car"
"MAZDA";"3";"2013 Mazda 3 Neo BL Series 2 Manual";2013;"Sedan";50175;"Manual";12490;"http://www.carsales.com.au/dealer/details/Mazda-3-2013/OAG-AD-13511272/?Cr=876";"SA";"Used Car"
"MAZDA";"3";"2009 Mazda 3 Maxx BL Series 1 Auto";2009;"Sedan";89173;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2009/OAG-AD-14487481/?Cr=877";"WA";"Used Car"
"MAZDA";"6";"2006 Mazda 6 Classic GG Series 2 Auto";2006;"Hatch";111600;"Automatic";7445;"http://www.carsales.com.au/dealer/details/Mazda-6-2006/OAG-AD-14557374/?Cr=878";"VIC";"Used Car"
"MAZDA";"6";"2008 Mazda 6 Luxury GH Series 1 Auto";2008;"Hatch";149399;"Automatic";14990;"http://www.carsales.com.au/dealer/details/Mazda-6-2008/OAG-AD-14253128/?Cr=879";"VIC";"Used Car"
"MAZDA";"CX-7";"2011 Mazda CX-7 Sports ER Series 2 Manual 4WD";2011;"SUV";143228;"Manual";14990;"http://www.carsales.com.au/dealer/details/Mazda-CX-7-2011/OAG-AD-14449993/?Cr=880";"NSW";"Used Car"
"MAZDA";"3";"2013 Mazda 3 Neo BL Series 2 Auto";2013;"Hatch";137533;"Automatic";14980;"http://www.carsales.com.au/dealer/details/Mazda-3-2013/OAG-AD-14560558/?Cr=881";"NSW";"Used Car"
"MAZDA";"3";"2010 Mazda 3 SP25 BL Series 1 Auto";2010;"Sedan";130544;"Automatic";12990;"http://www.carsales.com.au/dealer/details/Mazda-3-2010/OAG-AD-14542702/?Cr=883";"QLD";"Used Car"
"MAZDA";"3";"2011 Mazda 3 Neo BL Series 2 Auto";2011;"Hatch";120000;"Automatic";12000;"http://www.carsales.com.au/private/details/Mazda-3-2011/SSE-AD-4552108/?Cr=884";"NSW";"Private Seller Car"
"MAZDA";"3";"2007 Mazda 3 SP23 BK Series 2 Auto";2007;"Sedan";82868;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2007/OAG-AD-14528145/?Cr=885";"QLD";"Used Car"
"MAZDA";"3";"2010 Mazda 3 Maxx Sport BL Series 1 Auto";2010;"Sedan";100875;"Automatic";10990;"http://www.carsales.com.au/dealer/details/Mazda-3-2010/OAG-AD-14490218/?Cr=886";"WA";"Used Car"
